actual,curr_pred,exp_ma,hour,slope1,slope2,t1,t2,t3,t4,t5,t6,t7
4.95,5.31,174.522909301,7,5.31,6.83,0.79,6.36,6.91,5.05,6.05,6.23,6.42
12.52,12.14,174.522909301,8,6.83,2.37,3.04,16.84,18.92,14.64,16.26,16.24,17.25
16.96,14.51,174.522909301,9,2.37,2.96,5.1,20.3,20.06,19.96,22.21,20.35,20.09
19.09,17.47,174.522909301,10,2.96,5.29,7.91,21.28,25.65,24.2,23.17,22.25,26.19
19.98,22.76,174.522909301,11,5.29,-5.12,7.15,23.46,22.98,23.46,19.42,22.65,20.2
19.75,17.64,174.522909301,12,-5.12,3.35,9.89,22.47,20.59,22.5,24.53,27.84,22.55
18.31,20.99,174.522909301,13,3.35,-6.2,12.57,23.89,21.28,26.5,24.51,26.93,21.97
16.14,14.79,174.522909301,14,-6.2,-3.01,12.71,21.83,22.59,24.71,19.62,25.23,21.69
11.93,11.78,174.522909301,15,-3.01,-6.88,8.79,18.73,24.48,21.84,17.88,20.96,21.29
5.74,4.9,174.522909301,16,-6.88,-4.64,5.23,12.71,12.33,12.57,14.13,12.3,14.35
0.24,0.26,174.522909301,17,-4.64,-0.26,0.25,0.75,1.07,0.56,0.68,0.5,0.62
0,0,174.522909301,18,-0.26,0,0,0,0,0,0,0,0
0,0,174.522909301,19,0,0,0,0,0,0,0,0,0
0,0,174.522909301,20,0,0,0,0,0,0,0,0,0
0,0,174.522909301,21,0,0,0,0,0,0,0,0,0
0,0,174.522909301,22,0,0,0,0,0,0,0,0,0
0,0,174.522909301,23,0,0,0,0,0,0,0,0,0
0,0,172.776025147,0,0,0,0,0,0,0,0,0,0
0,0,172.776025147,1,0,0,0,0,0,0,0,0,0
0,0,172.776025147,2,0,0,0,0,0,0,0,0,0
0,0,172.776025147,3,0,0,0,0,0,0,0,0,0
0,0,172.776025147,4,0,0,0,0,0,0,0,0,0
0,0,172.776025147,5,0,0,0,0,0,0,0,0,0
0,0,172.776025147,6,0,1.62,0,0,0,0,0,0,0
1.89,1.62,172.776025147,7,1.62,4.06,5.31,0.79,6.36,6.91,5.05,6.05,6.23
5.28,5.68,172.776025147,8,4.06,4.75,12.14,3.04,16.84,18.92,14.64,16.26,16.24
12.11,10.43,172.776025147,9,4.75,4.4,14.51,5.1,20.3,20.06,19.96,22.21,20.35
15.77,14.83,172.776025147,10,4.4,5.96,17.47,7.91,21.28,25.65,24.2,23.17,22.25
19.03,20.79,172.776025147,11,5.96,-3.63,22.76,7.15,23.46,22.98,23.46,19.42,22.65
19.27,17.16,172.776025147,12,-3.63,-0.78,17.64,9.89,22.47,20.59,22.5,24.53,27.84
18.6,16.38,172.776025147,13,-0.78,-2.54,20.99,12.57,23.89,21.28,26.5,24.51,26.93
15.63,13.84,172.776025147,14,-2.54,-0.27,14.79,12.71,21.83,22.59,24.71,19.62,25.23
13.35,13.57,172.776025147,15,-0.27,-5.32,11.78,8.79,18.73,24.48,21.84,17.88,20.96
9.44,8.25,172.776025147,16,-5.32,-7.56,4.9,5.23,12.71,12.33,12.57,14.13,12.3
0.66,0.69,172.776025147,17,-7.56,-0.69,0.26,0.25,0.75,1.07,0.56,0.68,0.5
0,0,172.776025147,18,-0.69,0,0,0,0,0,0,0,0
0,0,172.776025147,19,0,0,0,0,0,0,0,0,0
0,0,172.776025147,20,0,0,0,0,0,0,0,0,0
0,0,172.776025147,21,0,0,0,0,0,0,0,0,0
0,0,172.776025147,22,0,0,0,0,0,0,0,0,0
0,0,172.776025147,23,0,0,0,0,0,0,0,0,0
0,0,171.861891614,0,0,0,0,0,0,0,0,0,0
0,0,171.861891614,1,0,0,0,0,0,0,0,0,0
0,0,171.861891614,2,0,0,0,0,0,0,0,0,0
0,0,171.861891614,3,0,0,0,0,0,0,0,0,0
0,0,171.861891614,4,0,0,0,0,0,0,0,0,0
0,0,171.861891614,5,0,0,0,0,0,0,0,0,0
0,0,171.861891614,6,0,4.65,0,0,0,0,0,0,0
4.84,4.65,171.861891614,7,4.65,7.33,1.62,5.31,0.79,6.36,6.91,5.05,6.05
13.47,11.98,171.861891614,8,7.33,7.93,5.68,12.14,3.04,16.84,18.92,14.64,16.26
18.72,19.91,171.861891614,9,7.93,-0.78,10.43,14.51,5.1,20.3,20.06,19.96,22.21
21.11,19.13,171.861891614,10,-0.78,2.14,14.83,17.47,7.91,21.28,25.65,24.2,23.17
22.06,21.27,171.861891614,11,2.14,-1.02,20.79,22.76,7.15,23.46,22.98,23.46,19.42
20.89,20.25,171.861891614,12,-1.02,-0.75,17.16,17.64,9.89,22.47,20.59,22.5,24.53
18.38,19.5,171.861891614,13,-0.75,-3.56,16.38,20.99,12.57,23.89,21.28,26.5,24.51
14.3,15.94,171.861891614,14,-3.56,-5.99,13.84,14.79,12.71,21.83,22.59,24.71,19.62
8.99,9.95,171.861891614,15,-5.99,-6.7,13.57,11.78,8.79,18.73,24.48,21.84,17.88
3.05,3.25,171.861891614,16,-6.7,-3.14,8.25,4.9,5.23,12.71,12.33,12.57,14.13
0.12,0.11,171.861891614,17,-3.14,-0.11,0.69,0.26,0.25,0.75,1.07,0.56,0.68
0,0,171.861891614,18,-0.11,0,0,0,0,0,0,0,0
0,0,171.861891614,19,0,0,0,0,0,0,0,0,0
0,0,171.861891614,20,0,0,0,0,0,0,0,0,0
0,0,171.861891614,21,0,0,0,0,0,0,0,0,0
0,0,171.861891614,22,0,0,0,0,0,0,0,0,0
0,0,171.861891614,23,0,0,0,0,0,0,0,0,0
0,0,171.068484279,0,0,0,0,0,0,0,0,0,0
0,0,171.068484279,1,0,0,0,0,0,0,0,0,0
0,0,171.068484279,2,0,0,0,0,0,0,0,0,0
0,0,171.068484279,3,0,0,0,0,0,0,0,0,0
0,0,171.068484279,4,0,0,0,0,0,0,0,0,0
0,0,171.068484279,5,0,0,0,0,0,0,0,0,0
0,0,171.068484279,6,0,5.08,0,0,0,0,0,0,0
5.43,5.08,171.068484279,7,5.08,8.17,4.65,1.62,5.31,0.79,6.36,6.91,5.05
13.32,13.25,171.068484279,8,8.17,6.17,11.98,5.68,12.14,3.04,16.84,18.92,14.64
17.48,19.42,171.068484279,9,6.17,0.46,19.91,10.43,14.51,5.1,20.3,20.06,19.96
19.35,19.88,171.068484279,10,0.46,-0.5,19.13,14.83,17.47,7.91,21.28,25.65,24.2
20.41,19.38,171.068484279,11,-0.5,-0.45,21.27,20.79,22.76,7.15,23.46,22.98,23.46
20.01,18.93,171.068484279,12,-0.45,-1.72,20.25,17.16,17.64,9.89,22.47,20.59,22.5
19.07,17.21,171.068484279,13,-1.72,-3.4,19.5,16.38,20.99,12.57,23.89,21.28,26.5
15.89,13.81,171.068484279,14,-3.4,-1.26,15.94,13.84,14.79,12.71,21.83,22.59,24.71
13.02,12.55,171.068484279,15,-1.26,-4.2,9.95,13.57,11.78,8.79,18.73,24.48,21.84
8.88,8.35,171.068484279,16,-4.2,-7.64,3.25,8.25,4.9,5.23,12.71,12.33,12.57
0.63,0.71,171.068484279,17,-7.64,-0.71,0.11,0.69,0.26,0.25,0.75,1.07,0.56
0,0,171.068484279,18,-0.71,0,0,0,0,0,0,0,0
0,0,171.068484279,19,0,0,0,0,0,0,0,0,0
0,0,171.068484279,20,0,0,0,0,0,0,0,0,0
0,0,171.068484279,21,0,0,0,0,0,0,0,0,0
0,0,171.068484279,22,0,0,0,0,0,0,0,0,0
0,0,171.068484279,23,0,0,0,0,0,0,0,0,0
0,0,172.039009899,0,0,0,0,0,0,0,0,0,0
0,0,172.039009899,1,0,0,0,0,0,0,0,0,0
0,0,172.039009899,2,0,0,0,0,0,0,0,0,0
0,0,172.039009899,3,0,0,0,0,0,0,0,0,0
0,0,172.039009899,4,0,0,0,0,0,0,0,0,0
0,0,172.039009899,5,0,0,0,0,0,0,0,0,0
0,0,172.039009899,6,0,5.27,0,0,0,0,0,0,0
5.93,5.27,172.039009899,7,5.27,8.75,5.08,4.65,1.62,5.31,0.79,6.36,6.91
16.06,14.02,172.039009899,8,8.75,7.51,13.25,11.98,5.68,12.14,3.04,16.84,18.92
21.8,21.53,172.039009899,9,7.51,1.31,19.42,19.91,10.43,14.51,5.1,20.3,20.06
23.95,22.84,172.039009899,10,1.31,5.76,19.88,19.13,14.83,17.47,7.91,21.28,25.65
24.9,28.6,172.039009899,11,5.76,-5.09,19.38,21.27,20.79,22.76,7.15,23.46,22.98
25.14,23.51,172.039009899,12,-5.09,4.28,18.93,20.25,17.16,17.64,9.89,22.47,20.59
24.64,27.79,172.039009899,13,4.28,-5.56,17.21,19.5,16.38,20.99,12.57,23.89,21.28
22.7,22.23,172.039009899,14,-5.56,-3.98,13.81,15.94,13.84,14.79,12.71,21.83,22.59
19.72,18.25,172.039009899,15,-3.98,-4.11,12.55,9.95,13.57,11.78,8.79,18.73,24.48
12.77,14.14,172.039009899,16,-4.11,-12.76,8.35,3.25,8.25,4.9,5.23,12.71,12.33
1.61,1.38,172.039009899,17,-12.76,-1.38,0.71,0.11,0.69,0.26,0.25,0.75,1.07
0,0,172.039009899,18,-1.38,0,0,0,0,0,0,0,0
0,0,172.039009899,19,0,0,0,0,0,0,0,0,0
0,0,172.039009899,20,0,0,0,0,0,0,0,0,0
0,0,172.039009899,21,0,0,0,0,0,0,0,0,0
0,0,172.039009899,22,0,0,0,0,0,0,0,0,0
0,0,172.039009899,23,0,0,0,0,0,0,0,0,0
0,0,173.439401143,0,0,0,0,0,0,0,0,0,0
0,0,173.439401143,1,0,0,0,0,0,0,0,0,0
0,0,173.439401143,2,0,0,0,0,0,0,0,0,0
0,0,173.439401143,3,0,0,0,0,0,0,0,0,0
0,0,173.439401143,4,0,0,0,0,0,0,0,0,0
0,0,173.439401143,5,0,0,0,0,0,0,0,0,0
0,0,173.439401143,6,0,6.64,0,0,0,0,0,0,0
6.58,6.64,173.439401143,7,6.64,9.12,5.27,5.08,4.65,1.62,5.31,0.79,6.36
17.17,15.76,173.439401143,8,9.12,5.71,14.02,13.25,11.98,5.68,12.14,3.04,16.84
22.79,21.47,173.439401143,9,5.71,6.58,21.53,19.42,19.91,10.43,14.51,5.1,20.3
24.66,28.05,173.439401143,10,6.58,-0.18,22.84,19.88,19.13,14.83,17.47,7.91,21.28
25.26,27.87,173.439401143,11,-0.18,-0.9,28.6,19.38,21.27,20.79,22.76,7.15,23.46
25.33,26.97,173.439401143,12,-0.9,1.58,23.51,18.93,20.25,17.16,17.64,9.89,22.47
24.88,28.55,173.439401143,13,1.58,-6.16,27.79,17.21,19.5,16.38,20.99,12.57,23.89
23.7,22.39,173.439401143,14,-6.16,-2.81,22.23,13.81,15.94,13.84,14.79,12.71,21.83
21.52,19.58,173.439401143,15,-2.81,-5.78,18.25,12.55,9.95,13.57,11.78,8.79,18.73
14.83,13.8,173.439401143,16,-5.78,-11.73,14.14,8.35,3.25,8.25,4.9,5.23,12.71
2.3,2.07,173.439401143,17,-11.73,-2.07,1.38,0.71,0.11,0.69,0.26,0.25,0.75
0,0,173.439401143,18,-2.07,0,0,0,0,0,0,0,0
0,0,173.439401143,19,0,0,0,0,0,0,0,0,0
0,0,173.439401143,20,0,0,0,0,0,0,0,0,0
0,0,173.439401143,21,0,0,0,0,0,0,0,0,0
0,0,173.439401143,22,0,0,0,0,0,0,0,0,0
0,0,173.439401143,23,0,0,0,0,0,0,0,0,0
0,0,174.552281677,0,0,0,0,0,0,0,0,0,0
0,0,174.552281677,1,0,0,0,0,0,0,0,0,0
0,0,174.552281677,2,0,0,0,0,0,0,0,0,0
0,0,174.552281677,3,0,0,0,0,0,0,0,0,0
0,0,174.552281677,4,0,0,0,0,0,0,0,0,0
0,0,174.552281677,5,0,0,0,0,0,0,0,0,0
0,0,174.552281677,6,0,7.02,0,0,0,0,0,0,0
6.49,7.02,174.552281677,7,7.02,12.39,6.64,5.27,5.08,4.65,1.62,5.31,0.79
17.99,19.41,174.552281677,8,12.39,7.2,15.76,14.02,13.25,11.98,5.68,12.14,3.04
23.27,26.61,174.552281677,9,7.2,-3.28,21.47,21.53,19.42,19.91,10.43,14.51,5.1
25.03,23.33,174.552281677,10,-3.28,-1.35,28.05,22.84,19.88,19.13,14.83,17.47,7.91
25.21,21.98,174.552281677,11,-1.35,-0.01,27.87,28.6,19.38,21.27,20.79,22.76,7.15
25.18,21.97,174.552281677,12,-0.01,0.72,26.97,23.51,18.93,20.25,17.16,17.64,9.89
24.94,22.69,174.552281677,13,0.72,-0.31,28.55,27.79,17.21,19.5,16.38,20.99,12.57
23.72,22.38,174.552281677,14,-0.31,1.84,22.39,22.23,13.81,15.94,13.84,14.79,12.71
21.72,24.22,174.552281677,15,1.84,-9.96,19.58,18.25,12.55,9.95,13.57,11.78,8.79
14.88,14.26,174.552281677,16,-9.96,-12.02,13.8,14.14,8.35,3.25,8.25,4.9,5.23
2.35,2.24,174.552281677,17,-12.02,-2.24,2.07,1.38,0.71,0.11,0.69,0.26,0.25
0,0,174.552281677,18,-2.24,0,0,0,0,0,0,0,0
0,0,174.552281677,19,0,0,0,0,0,0,0,0,0
0,0,174.552281677,20,0,0,0,0,0,0,0,0,0
0,0,174.552281677,21,0,0,0,0,0,0,0,0,0
0,0,174.552281677,22,0,0,0,0,0,0,0,0,0
0,0,174.552281677,23,0,0,0,0,0,0,0,0,0
0,0,175.602046297,0,0,0,0,0,0,0,0,0,0
0,0,175.602046297,1,0,0,0,0,0,0,0,0,0
0,0,175.602046297,2,0,0,0,0,0,0,0,0,0
0,0,175.602046297,3,0,0,0,0,0,0,0,0,0
0,0,175.602046297,4,0,0,0,0,0,0,0,0,0
0,0,175.602046297,5,0,0,0,0,0,0,0,0,0
0,0,175.602046297,6,0,6.2,0,0,0,0,0,0,0
6.4,6.2,175.602046297,7,6.2,13,7.02,6.64,5.27,5.08,4.65,1.62,5.31
17.58,19.2,175.602046297,8,13,4.32,19.41,15.76,14.02,13.25,11.98,5.68,12.14
22.33,23.52,175.602046297,9,4.32,-0.55,26.61,21.47,21.53,19.42,19.91,10.43,14.51
23.68,22.97,175.602046297,10,-0.55,-2.47,23.33,28.05,22.84,19.88,19.13,14.83,17.47
23.53,20.5,175.602046297,11,-2.47,3.61,21.98,27.87,28.6,19.38,21.27,20.79,22.76
24.76,24.11,175.602046297,12,3.61,1.53,21.97,26.97,23.51,18.93,20.25,17.16,17.64
25.13,25.64,175.602046297,13,1.53,-1.89,22.69,28.55,27.79,17.21,19.5,16.38,20.99
24.53,23.75,175.602046297,14,-1.89,-1.77,22.38,22.39,22.23,13.81,15.94,13.84,14.79
22.01,21.98,175.602046297,15,-1.77,-6.48,24.22,19.58,18.25,12.55,9.95,13.57,11.78
14.66,15.5,175.602046297,16,-6.48,-13.5,14.26,13.8,14.14,8.35,3.25,8.25,4.9
1.94,2,175.602046297,17,-13.5,-2,2.24,2.07,1.38,0.71,0.11,0.69,0.26
0,0,175.602046297,18,-2,0,0,0,0,0,0,0,0
0,0,175.602046297,19,0,0,0,0,0,0,0,0,0
0,0,175.602046297,20,0,0,0,0,0,0,0,0,0
0,0,175.602046297,21,0,0,0,0,0,0,0,0,0
0,0,175.602046297,22,0,0,0,0,0,0,0,0,0
0,0,175.602046297,23,0,0,0,0,0,0,0,0,0
0,0,176.939997592,0,0,0,0,0,0,0,0,0,0
0,0,176.939997592,1,0,0,0,0,0,0,0,0,0
0,0,176.939997592,2,0,0,0,0,0,0,0,0,0
0,0,176.939997592,3,0,0,0,0,0,0,0,0,0
0,0,176.939997592,4,0,0,0,0,0,0,0,0,0
0,0,176.939997592,5,0,0,0,0,0,0,0,0,0
0,0,176.939997592,6,0,6.8,0,0,0,0,0,0,0
6.46,6.8,176.939997592,7,6.8,10.03,6.2,7.02,6.64,5.27,5.08,4.65,1.62
17.88,16.83,176.939997592,8,10.03,5.86,19.2,19.41,15.76,14.02,13.25,11.98,5.68
23.21,22.69,176.939997592,9,5.86,2.55,23.52,26.61,21.47,21.53,19.42,19.91,10.43
24.99,25.24,176.939997592,10,2.55,1.25,22.97,23.33,28.05,22.84,19.88,19.13,14.83
25.54,26.49,176.939997592,11,1.25,-1.82,20.5,21.98,27.87,28.6,19.38,21.27,20.79
25.91,24.67,176.939997592,12,-1.82,2.73,24.11,21.97,26.97,23.51,18.93,20.25,17.16
25.69,27.4,176.939997592,13,2.73,-3.81,25.64,22.69,28.55,27.79,17.21,19.5,16.38
24.74,23.59,176.939997592,14,-3.81,-1.67,23.75,22.38,22.39,22.23,13.81,15.94,13.84
21.94,21.92,176.939997592,15,-1.67,-6.17,21.98,24.22,19.58,18.25,12.55,9.95,13.57
14.98,15.75,176.939997592,16,-6.17,-12.25,15.5,14.26,13.8,14.14,8.35,3.25,8.25
3.2,3.5,176.939997592,17,-12.25,-3.5,2,2.24,2.07,1.38,0.71,0.11,0.69
0,0,176.939997592,18,-3.5,0,0,0,0,0,0,0,0
0,0,176.939997592,19,0,0,0,0,0,0,0,0,0
0,0,176.939997592,20,0,0,0,0,0,0,0,0,0
0,0,176.939997592,21,0,0,0,0,0,0,0,0,0
0,0,176.939997592,22,0,0,0,0,0,0,0,0,0
0,0,176.939997592,23,0,0,0,0,0,0,0,0,0
0,0,178.076702378,0,0,0,0,0,0,0,0,0,0
0,0,178.076702378,1,0,0,0,0,0,0,0,0,0
0,0,178.076702378,2,0,0,0,0,0,0,0,0,0
0,0,178.076702378,3,0,0,0,0,0,0,0,0,0
0,0,178.076702378,4,0,0,0,0,0,0,0,0,0
0,0,178.076702378,5,0,0,0,0,0,0,0,0,0
0,0,178.076702378,6,0,5.8,0,0,0,0,0,0,0
6.58,5.8,178.076702378,7,5.8,10.51,6.8,6.2,7.02,6.64,5.27,5.08,4.65
18.03,16.31,178.076702378,8,10.51,5.39,16.83,19.2,19.41,15.76,14.02,13.25,11.98
23.33,21.7,178.076702378,9,5.39,2.1,22.69,23.52,26.61,21.47,21.53,19.42,19.91
24.93,23.8,178.076702378,10,2.1,2.74,25.24,22.97,23.33,28.05,22.84,19.88,19.13
25.76,26.54,178.076702378,11,2.74,2.07,26.49,20.5,21.98,27.87,28.6,19.38,21.27
25.94,28.61,178.076702378,12,2.07,-0.88,24.67,24.11,21.97,26.97,23.51,18.93,20.25
25.71,27.73,178.076702378,13,-0.88,-5.92,27.4,25.64,22.69,28.55,27.79,17.21,19.5
24.86,21.81,178.076702378,14,-5.92,-2.52,23.59,23.75,22.38,22.39,22.23,13.81,15.94
22.58,19.29,178.076702378,15,-2.52,-4.4,21.92,21.98,24.22,19.58,18.25,12.55,9.95
15.83,14.89,178.076702378,16,-4.4,-11.06,15.75,15.5,14.26,13.8,14.14,8.35,3.25
3.41,3.83,178.076702378,17,-11.06,-3.83,3.5,2,2.24,2.07,1.38,0.71,0.11
0,0,178.076702378,18,-3.83,0,0,0,0,0,0,0,0
0,0,178.076702378,19,0,0,0,0,0,0,0,0,0
0,0,178.076702378,20,0,0,0,0,0,0,0,0,0
0,0,178.076702378,21,0,0,0,0,0,0,0,0,0
0,0,178.076702378,22,0,0,0,0,0,0,0,0,0
0,0,178.076702378,23,0,0,0,0,0,0,0,0,0
0,0,178.614680074,0,0,0,0,0,0,0,0,0,0
0,0,178.614680074,1,0,0,0,0,0,0,0,0,0
0,0,178.614680074,2,0,0,0,0,0,0,0,0,0
0,0,178.614680074,3,0,0,0,0,0,0,0,0,0
0,0,178.614680074,4,0,0,0,0,0,0,0,0,0
0,0,178.614680074,5,0,0,0,0,0,0,0,0,0
0,0,178.614680074,6,0,5.56,0,0,0,0,0,0,0
6.04,5.56,178.614680074,7,5.56,12.93,5.8,6.8,6.2,7.02,6.64,5.27,5.08
16.84,18.49,178.614680074,8,12.93,1.29,16.31,16.83,19.2,19.41,15.76,14.02,13.25
21.84,19.78,178.614680074,9,1.29,4.7,21.7,22.69,23.52,26.61,21.47,21.53,19.42
21.61,24.48,178.614680074,10,4.7,-8.27,23.8,25.24,22.97,23.33,28.05,22.84,19.88
18.6,16.21,178.614680074,11,-8.27,6.73,26.54,26.49,20.5,21.98,27.87,28.6,19.38
22.26,22.94,178.614680074,12,6.73,-2.24,28.61,24.67,24.11,21.97,26.97,23.51,18.93
23.91,20.7,178.614680074,13,-2.24,1.9,27.73,27.4,25.64,22.69,28.55,27.79,17.21
24.46,22.6,178.614680074,14,1.9,2.31,21.81,23.59,23.75,22.38,22.39,22.23,13.81
22.08,24.91,178.614680074,15,2.31,-9.07,19.29,21.92,21.98,24.22,19.58,18.25,12.55
14.98,15.84,178.614680074,16,-9.07,-13.48,14.89,15.75,15.5,14.26,13.8,14.14,8.35
2.58,2.36,178.614680074,17,-13.48,-2.36,3.83,3.5,2,2.24,2.07,1.38,0.71
0,0,178.614680074,18,-2.36,0,0,0,0,0,0,0,0
0,0,178.614680074,19,0,0,0,0,0,0,0,0,0
0,0,178.614680074,20,0,0,0,0,0,0,0,0,0
0,0,178.614680074,21,0,0,0,0,0,0,0,0,0
0,0,178.614680074,22,0,0,0,0,0,0,0,0,0
0,0,178.614680074,23,0,0,0,0,0,0,0,0,0
0,0,178.728293314,0,0,0,0,0,0,0,0,0,0
0,0,178.728293314,1,0,0,0,0,0,0,0,0,0
0,0,178.728293314,2,0,0,0,0,0,0,0,0,0
0,0,178.728293314,3,0,0,0,0,0,0,0,0,0
0,0,178.728293314,4,0,0,0,0,0,0,0,0,0
0,0,178.728293314,5,0,0,0,0,0,0,0,0,0
0,0,178.728293314,6,0,5.32,0,0,0,0,0,0,0
5.22,5.32,178.728293314,7,5.32,10.29,5.56,5.8,6.8,6.2,7.02,6.64,5.27
15.68,15.61,178.728293314,8,10.29,2.86,18.49,16.31,16.83,19.2,19.41,15.76,14.02
19.42,18.47,178.728293314,9,2.86,3.48,19.78,21.7,22.69,23.52,26.61,21.47,21.53
20.13,21.95,178.728293314,10,3.48,-2.38,24.48,23.8,25.24,22.97,23.33,28.05,22.84
18.97,19.57,178.728293314,11,-2.38,4.21,16.21,26.54,26.49,20.5,21.98,27.87,28.6
21.63,23.78,178.728293314,12,4.21,-3.96,22.94,28.61,24.67,24.11,21.97,26.97,23.51
22.74,19.82,178.728293314,13,-3.96,1.2,20.7,27.73,27.4,25.64,22.69,28.55,27.79
22.98,21.02,178.728293314,14,1.2,0.35,22.6,21.81,23.59,23.75,22.38,22.39,22.23
19.48,21.37,178.728293314,15,0.35,-7.65,24.91,19.29,21.92,21.98,24.22,19.58,18.25
12.41,13.72,178.728293314,16,-7.65,-12.4,15.84,14.89,15.75,15.5,14.26,13.8,14.14
1.24,1.32,178.728293314,17,-12.4,-1.32,2.36,3.83,3.5,2,2.24,2.07,1.38
0,0,178.728293314,18,-1.32,0,0,0,0,0,0,0,0
0,0,178.728293314,19,0,0,0,0,0,0,0,0,0
0,0,178.728293314,20,0,0,0,0,0,0,0,0,0
0,0,178.728293314,21,0,0,0,0,0,0,0,0,0
0,0,178.728293314,22,0,0,0,0,0,0,0,0,0
0,0,178.728293314,23,0,0,0,0,0,0,0,0,0
0,0,179.412009329,0,0,0,0,0,0,0,0,0,0
0,0,179.412009329,1,0,0,0,0,0,0,0,0,0
0,0,179.412009329,2,0,0,0,0,0,0,0,0,0
0,0,179.412009329,3,0,0,0,0,0,0,0,0,0
0,0,179.412009329,4,0,0,0,0,0,0,0,0,0
0,0,179.412009329,5,0,0,0,0,0,0,0,0,0
0,0,179.412009329,6,0,3.04,0,0,0,0,0,0,0
3.11,3.04,179.412009329,7,3.04,7.79,5.32,5.56,5.8,6.8,6.2,7.02,6.64
10.31,10.83,179.412009329,8,7.79,5.67,15.61,18.49,16.31,16.83,19.2,19.41,15.76
17.21,16.5,179.412009329,9,5.67,6.29,18.47,19.78,21.7,22.69,23.52,26.61,21.47
22.03,22.79,179.412009329,10,6.29,4.54,21.95,24.48,23.8,25.24,22.97,23.33,28.05
24.14,27.33,179.412009329,11,4.54,-0.04,19.57,16.21,26.54,26.49,20.5,21.98,27.87
24.5,27.29,179.412009329,12,-0.04,-1.06,23.78,22.94,28.61,24.67,24.11,21.97,26.97
24.01,26.23,179.412009329,13,-1.06,-2.3,19.82,20.7,27.73,27.4,25.64,22.69,28.55
22.42,23.93,179.412009329,14,-2.3,-1.57,21.02,22.6,21.81,23.59,23.75,22.38,22.39
20.42,22.36,179.412009329,15,-1.57,-6.9,21.37,24.91,19.29,21.92,21.98,24.22,19.58
15.09,15.46,179.412009329,16,-6.9,-12.42,13.72,15.84,14.89,15.75,15.5,14.26,13.8
2.71,3.04,179.412009329,17,-12.42,-3.04,1.32,2.36,3.83,3.5,2,2.24,2.07
0,0,179.412009329,18,-3.04,0,0,0,0,0,0,0,0
0,0,179.412009329,19,0,0,0,0,0,0,0,0,0
0,0,179.412009329,20,0,0,0,0,0,0,0,0,0
0,0,179.412009329,21,0,0,0,0,0,0,0,0,0
0,0,179.412009329,22,0,0,0,0,0,0,0,0,0
0,0,179.412009329,23,0,0,0,0,0,0,0,0,0
0,0,179.875547447,0,0,0,0,0,0,0,0,0,0
0,0,179.875547447,1,0,0,0,0,0,0,0,0,0
0,0,179.875547447,2,0,0,0,0,0,0,0,0,0
0,0,179.875547447,3,0,0,0,0,0,0,0,0,0
0,0,179.875547447,4,0,0,0,0,0,0,0,0,0
0,0,179.875547447,5,0,0,0,0,0,0,0,0,0
0,0,179.875547447,6,0,5.4,0,0,0,0,0,0,0
6.08,5.4,179.875547447,7,5.4,8.82,3.04,5.32,5.56,5.8,6.8,6.2,7.02
16.11,14.22,179.875547447,8,8.82,7.83,10.83,15.61,18.49,16.31,16.83,19.2,19.41
19.66,22.05,179.875547447,9,7.83,-1.16,16.5,18.47,19.78,21.7,22.69,23.52,26.61
20.1,20.89,179.875547447,10,-1.16,-1.45,22.79,21.95,24.48,23.8,25.24,22.97,23.33
18.74,19.44,179.875547447,11,-1.45,3.38,27.33,19.57,16.21,26.54,26.49,20.5,21.98
20.66,22.82,179.875547447,12,3.38,0.81,27.29,23.78,22.94,28.61,24.67,24.11,21.97
21.96,23.63,179.875547447,13,0.81,-0.75,26.23,19.82,20.7,27.73,27.4,25.64,22.69
22,22.88,179.875547447,14,-0.75,-2.42,23.93,21.02,22.6,21.81,23.59,23.75,22.38
19.96,20.46,179.875547447,15,-2.42,-2.97,22.36,21.37,24.91,19.29,21.92,21.98,24.22
15.21,17.49,179.875547447,16,-2.97,-13.75,15.46,13.72,15.84,14.89,15.75,15.5,14.26
3.45,3.74,179.875547447,17,-13.75,-3.74,3.04,1.32,2.36,3.83,3.5,2,2.24
0,0,179.875547447,18,-3.74,0,0,0,0,0,0,0,0
0,0,179.875547447,19,0,0,0,0,0,0,0,0,0
0,0,179.875547447,20,0,0,0,0,0,0,0,0,0
0,0,179.875547447,21,0,0,0,0,0,0,0,0,0
0,0,179.875547447,22,0,0,0,0,0,0,0,0,0
0,0,179.875547447,23,0,0,0,0,0,0,0,0,0
0,0,180.788605502,0,0,0,0,0,0,0,0,0,0
0,0,180.788605502,1,0,0,0,0,0,0,0,0,0
0,0,180.788605502,2,0,0,0,0,0,0,0,0,0
0,0,180.788605502,3,0,0,0,0,0,0,0,0,0
0,0,180.788605502,4,0,0,0,0,0,0,0,0,0
0,0,180.788605502,5,0,0,0,0,0,0,0,0,0
0,0,180.788605502,6,0,5.29,0,0,0,0,0,0,0
6.02,5.29,180.788605502,7,5.29,10.52,5.4,3.04,5.32,5.56,5.8,6.8,6.2
17.03,15.81,180.788605502,8,10.52,7.71,14.22,10.83,15.61,18.49,16.31,16.83,19.2
21.86,23.52,180.788605502,9,7.71,2.37,22.05,16.5,18.47,19.78,21.7,22.69,23.52
23.33,25.89,180.788605502,10,2.37,-4.52,20.89,22.79,21.95,24.48,23.8,25.24,22.97
23.52,21.37,180.788605502,11,-4.52,4.99,19.44,27.33,19.57,16.21,26.54,26.49,20.5
