day,demand_act,demand_d+1,demand_d+2,demand_d-1,demand_d-2,demand_t+1,demand_t+2,demand_t-1,demand_t-2,demand_td0,hour_of_day
14,27.72,18.92,55.15,156.43,15.85,15.66,17.68,85.18,88.18,26.14,3
14,17.39,15.69,13.89,71.43,19.14,17.68,13.15,26.14,85.18,15.66,4
14,17.5,46.73,15.18,70.22,19.81,13.15,18.15,15.66,26.14,17.68,5
14,14.64,25.39,14.75,75.78,14.18,18.15,130.09,17.68,15.66,13.15,6
14,18.5,36.6,48.35,90.35,17.99,130.09,147.56,13.15,17.68,18.15,7
14,116.69,160.15,124.37,64.28,94.53,147.56,84.84,18.15,13.15,130.09,8
14,155.74,58.79,191.55,85.27,141.64,84.84,120.78,130.09,18.15,147.56,9
14,95.7,54.22,202.09,120.33,99.38,120.78,73.6,147.56,130.09,84.84,10
14,111.32,24.96,275.99,89.88,179.99,73.6,77.73,84.84,147.56,120.78,11
14,82.29,35.32,137.41,55.56,241.55,77.73,35.89,120.78,84.84,73.6,12
14,67.86,111.05,108.02,46.14,102.55,35.89,87.86,73.6,120.78,77.73,13
14,39.13,50.74,91.87,72.57,105.26,87.86,84.72,77.73,73.6,35.89,14
14,89.05,132.22,98.51,108.38,99.94,84.72,104.9,35.89,77.73,87.86,15
14,97.39,57.08,202.21,137.99,134.35,104.9,116.53,87.86,35.89,84.72,16
14,92.54,106.91,111.36,213.41,110.04,116.53,137.31,84.72,87.86,104.9,17
14,107.52,163.22,188.4,241.55,186.12,137.31,181.12,104.9,84.72,116.53,18
14,134.87,192.12,108.07,223.7,114.06,181.12,170.93,116.53,104.9,137.31,19
14,178.3,117.43,175.64,211.69,193.23,170.93,83.85,137.31,116.53,181.12,20
14,164.55,89.83,186.66,203.51,258.29,83.85,117.58,181.12,137.31,170.93,21
14,97.41,95.81,235.15,132.12,281.62,117.58,151.34,170.93,181.12,83.85,22
14,111.43,64.16,172.07,98.18,348.46,151.34,24.98,83.85,170.93,117.58,23
14,149.19,24.71,126.91,81.01,288.07,24.98,17.91,117.58,83.85,151.34,24
15,23.24,18.08,95.0,88.18,188.65,17.91,18.92,151.34,117.58,24.98,1
15,17.96,14.48,68.67,85.18,194.34,18.92,15.69,24.98,151.34,17.91,2
15,18.51,55.15,16.09,26.14,156.43,15.69,46.73,17.91,24.98,18.92,3
15,17.62,13.89,17.55,15.66,71.43,46.73,25.39,18.92,17.91,15.69,4
15,47.03,15.18,18.53,17.68,70.22,25.39,36.6,15.69,18.92,46.73,5
15,24.52,14.75,14.13,13.15,75.78,36.6,160.15,46.73,15.69,25.39,6
15,42.05,48.35,39.87,18.15,90.35,160.15,58.79,25.39,46.73,36.6,7
15,149.05,124.37,152.5,130.09,64.28,58.79,54.22,36.6,25.39,160.15,8
15,65.09,191.55,102.53,147.56,85.27,54.22,24.96,160.15,36.6,58.79,9
15,53.26,202.09,87.2,84.84,120.33,24.96,35.32,58.79,160.15,54.22,10
15,24.03,275.99,46.0,120.78,89.88,35.32,111.05,54.22,58.79,24.96,11
15,38.42,137.41,17.02,73.6,55.56,111.05,50.74,24.96,54.22,35.32,12
15,116.08,108.02,17.39,77.73,46.14,50.74,132.22,35.32,24.96,111.05,13
15,56.7,91.87,30.12,35.89,72.57,132.22,57.08,111.05,35.32,50.74,14
15,115.01,98.51,19.06,87.86,108.38,57.08,106.91,50.74,111.05,132.22,15
15,53.41,202.21,32.76,84.72,137.99,106.91,163.22,132.22,50.74,57.08,16
15,98.94,111.36,107.37,104.9,213.41,163.22,192.12,57.08,132.22,106.91,17
15,171.69,188.4,140.87,116.53,241.55,192.12,117.43,106.91,57.08,163.22,18
15,187.57,108.07,196.51,137.31,223.7,117.43,89.83,163.22,106.91,192.12,19
15,117.57,175.64,167.77,181.12,211.69,89.83,95.81,192.12,163.22,117.43,20
15,83.81,186.66,159.25,170.93,203.51,95.81,64.16,117.43,192.12,89.83,21
15,84.17,235.15,152.47,83.85,132.12,64.16,24.71,89.83,117.43,95.81,22
15,57.29,172.07,91.83,117.58,98.18,24.71,18.08,95.81,89.83,64.16,23
15,23.4,126.91,29.31,151.34,81.01,18.08,14.48,64.16,95.81,24.71,24
16,17.96,95.0,15.95,24.98,88.18,14.48,55.15,24.71,64.16,18.08,1
16,14.79,68.67,21.34,17.91,85.18,55.15,13.89,18.08,24.71,14.48,2
16,51.6,16.09,16.56,18.92,26.14,13.89,15.18,14.48,18.08,55.15,3
16,16.04,17.55,19.0,15.69,15.66,15.18,14.75,55.15,14.48,13.89,4
16,17.2,18.53,20.89,46.73,17.68,14.75,48.35,13.89,55.15,15.18,5
16,15.81,14.13,18.58,25.39,13.15,48.35,124.37,15.18,13.89,14.75,6
16,52.61,39.87,51.44,36.6,18.15,124.37,191.55,14.75,15.18,48.35,7
16,134.15,152.5,180.8,160.15,130.09,191.55,202.09,48.35,14.75,124.37,8
16,187.2,102.53,121.44,58.79,147.56,202.09,275.99,124.37,48.35,191.55,9
16,193.63,87.2,125.28,54.22,84.84,275.99,137.41,191.55,124.37,202.09,10
16,245.15,46.0,69.54,24.96,120.78,137.41,108.02,202.09,191.55,275.99,11
16,146.74,17.02,13.58,35.32,73.6,108.02,91.87,275.99,202.09,137.41,12
16,104.83,17.39,17.76,111.05,77.73,91.87,98.51,137.41,275.99,108.02,13
16,85.54,30.12,21.7,50.74,35.89,98.51,202.21,108.02,137.41,91.87,14
16,91.78,19.06,28.95,132.22,87.86,202.21,111.36,91.87,108.02,98.51,15
16,232.32,32.76,18.61,57.08,84.72,111.36,188.4,98.51,91.87,202.21,16
16,113.31,107.37,71.08,106.91,104.9,188.4,108.07,202.21,98.51,111.36,17
16,184.01,140.87,84.61,163.22,116.53,108.07,175.64,111.36,202.21,188.4,18
16,100.12,196.51,45.07,192.12,137.31,175.64,186.66,188.4,111.36,108.07,19
16,156.39,167.77,52.49,117.43,181.12,186.66,235.15,108.07,188.4,175.64,20
16,193.25,159.25,101.08,89.83,170.93,235.15,172.07,175.64,108.07,186.66,21
16,212.68,152.47,135.8,95.81,83.85,172.07,126.91,186.66,175.64,235.15,22
16,163.24,91.83,139.72,64.16,117.58,126.91,95.0,235.15,186.66,172.07,23
16,117.34,29.31,107.9,24.71,151.34,95.0,68.67,172.07,235.15,126.91,24
17,84.1,15.95,114.54,18.08,24.98,68.67,16.09,126.91,172.07,95.0,1
17,67.71,21.34,73.49,14.48,17.91,16.09,17.55,95.0,126.91,68.67,2
17,17.95,16.56,53.06,55.15,18.92,17.55,18.53,68.67,95.0,16.09,3
17,17.12,19.0,71.77,13.89,15.69,18.53,14.13,16.09,68.67,17.55,4
17,17.16,20.89,54.85,15.18,46.73,14.13,39.87,17.55,16.09,18.53,5
17,16.35,18.58,54.17,14.75,25.39,39.87,152.5,18.53,17.55,14.13,6
17,44.84,51.44,66.83,48.35,36.6,152.5,102.53,14.13,18.53,39.87,7
17,157.3,180.8,136.11,124.37,160.15,102.53,87.2,39.87,14.13,152.5,8
17,99.5,121.44,130.56,191.55,58.79,87.2,46.0,152.5,39.87,102.53,9
17,79.59,125.28,112.76,202.09,54.22,46.0,17.02,102.53,152.5,87.2,10
17,51.97,69.54,150.65,275.99,24.96,17.02,17.39,87.2,102.53,46.0,11
17,16.78,13.58,111.94,137.41,35.32,17.39,30.12,46.0,87.2,17.02,12
17,18.3,17.76,115.69,108.02,111.05,30.12,19.06,17.02,46.0,17.39,13
17,30.37,21.7,254.24,91.87,50.74,19.06,32.76,17.39,17.02,30.12,14
17,22.32,28.95,147.31,98.51,132.22,32.76,107.37,30.12,17.39,19.06,15
17,36.77,18.61,122.34,202.21,57.08,107.37,140.87,19.06,30.12,32.76,16
17,97.98,71.08,104.25,111.36,106.91,140.87,196.51,32.76,19.06,107.37,17
17,129.2,84.61,187.77,188.4,163.22,196.51,167.77,107.37,32.76,140.87,18
17,188.01,45.07,225.6,108.07,192.12,167.77,159.25,140.87,107.37,196.51,19
17,167.58,52.49,302.26,175.64,117.43,159.25,152.47,196.51,140.87,167.77,20
17,178.11,101.08,227.53,186.66,89.83,152.47,91.83,167.77,196.51,159.25,21
17,166.73,135.8,143.8,235.15,95.81,91.83,29.31,159.25,167.77,152.47,22
17,84.22,139.72,69.17,172.07,64.16,29.31,15.95,152.47,159.25,91.83,23
17,31.5,107.9,72.4,126.91,24.71,15.95,21.34,91.83,152.47,29.31,24
18,18.32,114.54,74.47,95.0,18.08,21.34,16.56,29.31,91.83,15.95,1
18,18.98,73.49,103.47,68.67,14.48,16.56,19.0,15.95,29.31,21.34,2
18,18.29,53.06,90.12,16.09,55.15,19.0,20.89,21.34,15.95,16.56,3
18,18.51,71.77,77.4,17.55,13.89,20.89,18.58,16.56,21.34,19.0,4
18,19.04,54.85,76.47,18.53,15.18,18.58,51.44,19.0,16.56,20.89,5
18,18.03,54.17,72.52,14.13,14.75,51.44,180.8,20.89,19.0,18.58,6
18,48.04,66.83,95.6,39.87,48.35,180.8,121.44,18.58,20.89,51.44,7
18,170.35,136.11,71.42,152.5,124.37,121.44,125.28,51.44,18.58,180.8,8
18,127.67,130.56,120.51,102.53,191.55,125.28,69.54,180.8,51.44,121.44,9
18,109.98,112.76,110.59,87.2,202.09,69.54,13.58,121.44,180.8,125.28,10
18,68.68,150.65,135.36,46.0,275.99,13.58,17.76,125.28,121.44,69.54,11
18,15.47,111.94,195.03,17.02,137.41,17.76,21.7,69.54,125.28,13.58,12
18,18.15,115.69,169.64,17.39,108.02,21.7,28.95,13.58,69.54,17.76,13
18,22.96,254.24,144.12,30.12,91.87,28.95,18.61,17.76,13.58,21.7,14
18,25.38,147.31,130.67,19.06,98.51,18.61,71.08,21.7,17.76,28.95,15
18,21.52,122.34,90.22,32.76,202.21,71.08,84.61,28.95,21.7,18.61,16
18,61.93,104.25,77.64,107.37,111.36,84.61,45.07,18.61,28.95,71.08,17
18,80.43,187.77,149.27,140.87,188.4,45.07,52.49,71.08,18.61,84.61,18
18,44.09,225.6,219.77,196.51,108.07,52.49,101.08,84.61,71.08,45.07,19
18,57.65,302.26,296.37,167.77,175.64,101.08,135.8,45.07,84.61,52.49,20
18,92.73,227.53,405.16,159.25,186.66,135.8,139.72,52.49,45.07,101.08,21
18,145.36,143.8,382.62,152.47,235.15,139.72,107.9,101.08,52.49,135.8,22
18,149.44,69.17,153.08,91.83,172.07,107.9,114.54,135.8,101.08,139.72,23
18,109.46,72.4,29.07,29.31,126.91,114.54,73.49,139.72,135.8,107.9,24
19,103.91,74.47,17.06,15.95,95.0,73.49,53.06,107.9,139.72,114.54,1
19,68.96,103.47,13.63,21.34,68.67,53.06,71.77,114.54,107.9,73.49,2
19,62.3,90.12,18.23,16.56,16.09,71.77,54.85,73.49,114.54,53.06,3
19,67.22,77.4,15.63,19.0,17.55,54.85,54.17,53.06,73.49,71.77,4
19,61.39,76.47,17.0,20.89,18.53,54.17,66.83,71.77,53.06,54.85,5
19,63.06,72.52,15.75,18.58,14.13,66.83,136.11,54.85,71.77,54.17,6
19,66.42,95.6,58.05,51.44,39.87,136.11,130.56,54.17,54.85,66.83,7
19,126.81,71.42,95.38,180.8,152.5,130.56,112.76,66.83,54.17,136.11,8
19,122.11,120.51,177.7,121.44,102.53,112.76,150.65,136.11,66.83,130.56,9
19,122.91,110.59,145.62,125.28,87.2,150.65,111.94,130.56,136.11,112.76,10
19,136.78,135.36,130.63,69.54,46.0,111.94,115.69,112.76,130.56,150.65,11
19,124.54,195.03,70.02,13.58,17.02,115.69,254.24,150.65,112.76,111.94,12
19,110.59,169.64,79.52,17.76,17.39,254.24,147.31,111.94,150.65,115.69,13
19,255.06,144.12,63.68,21.7,30.12,147.31,122.34,115.69,111.94,254.24,14
19,158.02,130.67,88.23,28.95,19.06,122.34,104.25,254.24,115.69,147.31,15
19,118.28,90.22,79.78,18.61,32.76,104.25,187.77,147.31,254.24,122.34,16
19,117.15,77.64,61.34,71.08,107.37,187.77,225.6,122.34,147.31,104.25,17
19,167.71,149.27,60.58,84.61,140.87,225.6,302.26,104.25,122.34,187.77,18
19,258.74,219.77,73.45,45.07,196.51,302.26,227.53,187.77,104.25,225.6,19
19,320.58,296.37,245.27,52.49,167.77,227.53,143.8,225.6,187.77,302.26,20
19,222.78,405.16,285.04,101.08,159.25,143.8,69.17,302.26,225.6,227.53,21
19,145.54,382.62,145.64,135.8,152.47,69.17,72.4,227.53,302.26,143.8,22
19,65.7,153.08,89.88,139.72,91.83,72.4,74.47,143.8,227.53,69.17,23
19,67.16,29.07,99.05,107.9,29.31,74.47,103.47,69.17,143.8,72.4,24
20,82.33,17.06,138.97,114.54,15.95,103.47,90.12,72.4,69.17,74.47,1
20,90.0,13.63,30.61,73.49,21.34,90.12,77.4,74.47,72.4,103.47,2
20,94.05,18.23,24.99,53.06,16.56,77.4,76.47,103.47,74.47,90.12,3
20,71.91,15.63,30.84,71.77,19.0,76.47,72.52,90.12,103.47,77.4,4
20,70.47,17.0,29.46,54.85,20.89,72.52,95.6,77.4,90.12,76.47,5
20,72.37,15.75,31.26,54.17,18.58,95.6,71.42,76.47,77.4,72.52,6
20,106.73,58.05,28.86,66.83,51.44,71.42,120.51,72.52,76.47,95.6,7
20,65.28,95.38,128.15,136.11,180.8,120.51,110.59,95.6,72.52,71.42,8
20,115.76,177.7,94.12,130.56,121.44,110.59,135.36,71.42,95.6,120.51,9
20,115.5,145.62,79.56,112.76,125.28,135.36,195.03,120.51,71.42,110.59,10
20,127.83,130.63,17.17,150.65,69.54,195.03,169.64,110.59,120.51,135.36,11
20,171.6,70.02,16.56,111.94,13.58,169.64,144.12,135.36,110.59,195.03,12
20,161.8,79.52,17.25,115.69,17.76,144.12,130.67,195.03,135.36,169.64,13
20,165.83,63.68,16.46,254.24,21.7,130.67,90.22,169.64,195.03,144.12,14
20,115.54,88.23,18.16,147.31,28.95,90.22,77.64,144.12,169.64,130.67,15
20,105.09,79.78,16.91,122.34,18.61,77.64,149.27,130.67,144.12,90.22,16
20,73.7,61.34,18.18,104.25,71.08,149.27,219.77,90.22,130.67,77.64,17
20,171.04,60.58,117.62,187.77,84.61,219.77,296.37,77.64,90.22,149.27,18
20,218.94,73.45,161.14,225.6,45.07,296.37,405.16,149.27,77.64,219.77,19
20,319.83,245.27,206.8,302.26,52.49,405.16,382.62,219.77,149.27,296.37,20
20,364.59,285.04,219.21,227.53,101.08,382.62,153.08,296.37,219.77,405.16,21
20,354.65,145.64,190.72,143.8,135.8,153.08,29.07,405.16,296.37,382.62,22
20,139.66,89.88,99.61,69.17,139.72,29.07,17.06,382.62,405.16,153.08,23
20,32.76,99.05,77.06,72.4,107.9,17.06,13.63,153.08,382.62,29.07,24
21,18.96,138.97,97.55,74.47,114.54,13.63,18.23,29.07,153.08,17.06,1
21,15.69,30.61,95.19,103.47,73.49,18.23,15.63,17.06,29.07,13.63,2
21,18.3,24.99,85.75,90.12,53.06,15.63,17.0,13.63,17.06,18.23,3
21,15.62,30.84,96.28,77.4,71.77,17.0,15.75,18.23,13.63,15.63,4
21,18.23,29.46,98.25,76.47,54.85,15.75,58.05,15.63,18.23,17.0,5
21,16.0,31.26,92.34,72.52,54.17,58.05,95.38,17.0,15.63,15.75,6
21,59.62,28.86,75.44,95.6,66.83,95.38,177.7,15.75,17.0,58.05,7
21,111.88,128.15,201.61,71.42,136.11,177.7,145.62,58.05,15.75,95.38,8
21,185.18,94.12,229.56,120.51,130.56,145.62,130.63,95.38,58.05,177.7,9
21,145.33,79.56,241.98,110.59,112.76,130.63,70.02,177.7,95.38,145.62,10
21,113.7,17.17,144.47,135.36,150.65,70.02,79.52,145.62,177.7,130.63,11
21,80.48,16.56,88.35,195.03,111.94,79.52,63.68,130.63,145.62,70.02,12
21,81.23,17.25,175.5,169.64,115.69,63.68,88.23,70.02,130.63,79.52,13
21,65.85,16.46,119.75,144.12,254.24,88.23,79.78,79.52,70.02,63.68,14
21,86.27,18.16,83.34,130.67,147.31,79.78,61.34,63.68,79.52,88.23,15
21,85.26,16.91,171.25,90.22,122.34,61.34,60.58,88.23,63.68,79.78,16
21,71.41,18.18,171.04,77.64,104.25,60.58,73.45,79.78,88.23,61.34,17
21,68.84,117.62,113.03,149.27,187.77,73.45,245.27,61.34,79.78,60.58,18
21,81.8,161.14,111.24,219.77,225.6,245.27,285.04,60.58,61.34,73.45,19
21,221.95,206.8,122.65,296.37,302.26,285.04,145.64,73.45,60.58,245.27,20
21,267.34,219.21,151.17,405.16,227.53,145.64,89.88,245.27,73.45,285.04,21
21,154.41,190.72,89.93,382.62,143.8,89.88,99.05,285.04,245.27,145.64,22
21,99.33,99.61,59.94,153.08,69.17,99.05,138.97,145.64,285.04,89.88,23
21,97.82,77.06,65.42,29.07,72.4,138.97,30.61,89.88,145.64,99.05,24
22,122.46,97.55,36.41,17.06,74.47,30.61,24.99,99.05,89.88,138.97,1
22,32.32,95.19,15.26,13.63,103.47,24.99,30.84,138.97,99.05,30.61,2
22,28.34,85.75,20.76,18.23,90.12,30.84,29.46,30.61,138.97,24.99,3
22,28.22,96.28,13.67,15.63,77.4,29.46,31.26,24.99,30.61,30.84,4
22,27.9,98.25,21.52,17.0,76.47,31.26,28.86,30.84,24.99,29.46,5
22,27.99,92.34,13.92,15.75,72.52,28.86,128.15,29.46,30.84,31.26,6
22,27.28,75.44,26.73,58.05,95.6,128.15,94.12,31.26,29.46,28.86,7
22,133.51,201.61,154.09,95.38,71.42,94.12,79.56,28.86,31.26,128.15,8
22,99.77,229.56,70.48,177.7,120.51,79.56,17.17,128.15,28.86,94.12,9
22,85.19,241.98,37.57,145.62,110.59,17.17,16.56,94.12,128.15,79.56,10
22,15.52,144.47,16.2,130.63,135.36,16.56,17.25,79.56,94.12,17.17,11
22,17.98,88.35,16.25,70.02,195.03,17.25,16.46,17.17,79.56,16.56,12
22,16.1,175.5,15.5,79.52,169.64,16.46,18.16,16.56,17.17,17.25,13
22,17.33,119.75,18.45,63.68,144.12,18.16,16.91,17.25,16.56,16.46,14
22,16.21,83.34,70.39,88.23,130.67,16.91,18.18,16.46,17.25,18.16,15
22,17.36,171.25,98.3,79.78,90.22,18.18,117.62,18.16,16.46,16.91,16
22,20.39,171.04,94.35,61.34,77.64,117.62,161.14,16.91,18.16,18.18,17
22,120.3,113.03,102.94,60.58,149.27,161.14,206.8,18.18,16.91,117.62,18
22,143.28,111.24,164.76,73.45,219.77,206.8,219.21,117.62,18.18,161.14,19
22,218.46,122.65,192.12,245.27,296.37,219.21,190.72,161.14,117.62,206.8,20
22,214.74,151.17,126.44,285.04,405.16,190.72,99.61,206.8,161.14,219.21,21
22,175.17,89.93,131.17,145.64,382.62,99.61,77.06,219.21,206.8,190.72,22
22,92.46,59.94,69.74,89.88,153.08,77.06,97.55,190.72,219.21,99.61,23
22,79.36,65.42,65.76,99.05,29.07,97.55,95.19,99.61,190.72,77.06,24
23,110.84,36.41,19.48,138.97,17.06,95.19,85.75,77.06,99.61,97.55,1
23,95.21,15.26,15.64,30.61,13.63,85.75,96.28,97.55,77.06,95.19,2
23,89.01,20.76,13.71,24.99,18.23,96.28,98.25,95.19,97.55,85.75,3
23,88.76,13.67,17.95,30.84,15.63,98.25,92.34,85.75,95.19,96.28,4
23,86.72,21.52,16.67,29.46,17.0,92.34,75.44,96.28,85.75,98.25,5
23,86.74,13.92,18.14,31.26,15.75,75.44,201.61,98.25,96.28,92.34,6
23,82.91,26.73,60.47,28.86,58.05,201.61,229.56,92.34,98.25,75.44,7
23,211.42,154.09,147.02,128.15,95.38,229.56,241.98,75.44,92.34,201.61,8
23,225.49,70.48,29.48,94.12,177.7,241.98,144.47,201.61,75.44,229.56,9
23,211.07,37.57,43.21,79.56,145.62,144.47,88.35,229.56,201.61,241.98,10
23,157.95,16.2,51.99,17.17,130.63,88.35,175.5,241.98,229.56,144.47,11
23,93.5,16.25,147.25,16.56,70.02,175.5,119.75,144.47,241.98,88.35,12
23,172.3,15.5,106.71,17.25,79.52,119.75,83.34,88.35,144.47,175.5,13
23,110.23,18.45,105.63,16.46,63.68,83.34,171.25,175.5,88.35,119.75,14
23,94.78,70.39,79.75,18.16,88.23,171.25,171.04,119.75,175.5,83.34,15
23,152.39,98.3,40.93,16.91,79.78,171.04,113.03,83.34,119.75,171.25,16
23,163.12,94.35,17.68,18.18,61.34,113.03,111.24,171.25,83.34,171.04,17
23,101.31,102.94,40.72,117.62,60.58,111.24,122.65,171.04,171.25,113.03,18
23,130.21,164.76,49.19,161.14,73.45,122.65,151.17,113.03,171.04,111.24,19
23,129.45,192.12,90.49,206.8,245.27,151.17,89.93,111.24,113.03,122.65,20
23,177.84,126.44,81.07,219.21,285.04,89.93,59.94,122.65,111.24,151.17,21
23,93.07,131.17,142.35,190.72,145.64,59.94,65.42,151.17,122.65,89.93,22
23,55.45,69.74,128.19,99.61,89.88,65.42,36.41,89.93,151.17,59.94,23
23,68.1,65.76,94.76,77.06,99.05,36.41,15.26,59.94,89.93,65.42,24
24,35.75,19.48,29.95,97.55,138.97,15.26,20.76,65.42,59.94,36.41,1
24,15.19,15.64,24.37,95.19,30.61,20.76,13.67,36.41,65.42,15.26,2
24,18.44,13.71,15.27,85.75,24.99,13.67,21.52,15.26,36.41,20.76,3
24,15.62,17.95,15.65,96.28,30.84,21.52,13.92,20.76,15.26,13.67,4
24,18.94,16.67,19.97,98.25,29.46,13.92,26.73,13.67,20.76,21.52,5
24,15.61,18.14,19.13,92.34,31.26,26.73,154.09,21.52,13.67,13.92,6
24,30.68,60.47,36.64,75.44,28.86,154.09,70.48,13.92,21.52,26.73,7
24,157.27,147.02,81.49,201.61,128.15,70.48,37.57,26.73,13.92,154.09,8
24,79.61,29.48,122.66,229.56,94.12,37.57,16.2,154.09,26.73,70.48,9
24,35.22,43.21,96.17,241.98,79.56,16.2,16.25,70.48,154.09,37.57,10
24,16.13,51.99,107.28,144.47,17.17,16.25,15.5,37.57,70.48,16.2,11
24,17.53,147.25,86.64,88.35,16.56,15.5,18.45,16.2,37.57,16.25,12
24,17.3,106.71,90.4,175.5,17.25,18.45,70.39,16.25,16.2,15.5,13
24,21.61,105.63,90.05,119.75,16.46,70.39,98.3,15.5,16.25,18.45,14
24,72.15,79.75,213.84,83.34,18.16,98.3,94.35,18.45,15.5,70.39,15
24,103.13,40.93,142.03,171.25,16.91,94.35,102.94,70.39,18.45,98.3,16
24,89.47,17.68,113.08,171.04,18.18,102.94,164.76,98.3,70.39,94.35,17
24,105.9,40.72,74.96,113.03,117.62,164.76,192.12,94.35,98.3,102.94,18
24,144.96,49.19,132.75,111.24,161.14,192.12,126.44,102.94,94.35,164.76,19
24,182.55,90.49,134.9,122.65,206.8,126.44,131.17,164.76,102.94,192.12,20
24,121.78,81.07,120.45,151.17,219.21,131.17,69.74,192.12,164.76,126.44,21
24,137.91,142.35,71.81,89.93,190.72,69.74,65.76,126.44,192.12,131.17,22
24,80.64,128.19,34.51,59.94,99.61,65.76,19.48,131.17,126.44,69.74,23
24,62.94,94.76,180.92,65.42,77.06,19.48,15.64,69.74,131.17,65.76,24
25,17.57,29.95,164.09,36.41,97.55,15.64,13.71,65.76,69.74,19.48,1
25,16.52,24.37,77.38,15.26,95.19,13.71,17.95,19.48,65.76,15.64,2
25,16.0,15.27,73.06,20.76,85.75,17.95,16.67,15.64,19.48,13.71,3
25,17.05,15.65,99.26,13.67,96.28,16.67,18.14,13.71,15.64,17.95,4
25,16.13,19.97,82.4,21.52,98.25,18.14,60.47,17.95,13.71,16.67,5
25,17.37,19.13,87.31,13.92,92.34,60.47,147.02,16.67,17.95,18.14,6
25,65.89,36.64,88.33,26.73,75.44,147.02,29.48,18.14,16.67,60.47,7
25,135.98,81.49,75.75,154.09,201.61,29.48,43.21,60.47,18.14,147.02,8
25,30.71,122.66,129.75,70.48,229.56,43.21,51.99,147.02,60.47,29.48,9
25,48.09,96.17,137.4,37.57,241.98,51.99,147.25,29.48,147.02,43.21,10
25,48.0,107.28,110.93,16.2,144.47,147.25,106.71,43.21,29.48,51.99,11
25,152.35,86.64,119.26,16.25,88.35,106.71,105.63,51.99,43.21,147.25,12
25,102.89,90.4,238.49,15.5,175.5,105.63,79.75,147.25,51.99,106.71,13
25,95.37,90.05,186.95,18.45,119.75,79.75,40.93,106.71,147.25,105.63,14
25,92.19,213.84,114.89,70.39,83.34,40.93,17.68,105.63,106.71,79.75,15
25,40.47,142.03,126.04,98.3,171.25,17.68,40.72,79.75,105.63,40.93,16
25,17.42,113.08,123.29,94.35,171.04,40.72,49.19,40.93,79.75,17.68,17
25,35.53,74.96,155.03,102.94,113.03,49.19,90.49,17.68,40.93,40.72,18
25,54.37,132.75,224.74,164.76,111.24,90.49,81.07,40.72,17.68,49.19,19
25,104.2,134.9,154.85,192.12,122.65,81.07,142.35,49.19,40.72,90.49,20
25,88.64,120.45,194.71,126.44,151.17,142.35,128.19,90.49,49.19,81.07,21
25,156.44,71.81,157.03,131.17,89.93,128.19,94.76,81.07,90.49,142.35,22
25,143.71,34.51,53.61,69.74,59.94,94.76,29.95,142.35,81.07,128.19,23
25,105.08,180.92,20.61,65.76,65.42,29.95,24.37,128.19,142.35,94.76,24
26,30.89,164.09,15.01,19.48,36.41,24.37,15.27,94.76,128.19,29.95,1
26,25.73,77.38,18.5,15.64,15.26,15.27,15.65,29.95,94.76,24.37,2
26,15.76,73.06,14.4,13.71,20.76,15.65,19.97,24.37,29.95,15.27,3
26,17.09,99.26,16.44,17.95,13.67,19.97,19.13,15.27,24.37,15.65,4
26,17.41,82.4,16.31,16.67,21.52,19.13,36.64,15.65,15.27,19.97,5
26,17.1,87.31,72.65,18.14,13.92,36.64,81.49,19.97,15.65,19.13,6
26,31.92,88.33,30.13,60.47,26.73,81.49,122.66,19.13,19.97,36.64,7
26,91.91,75.75,80.0,147.02,154.09,122.66,96.17,36.64,19.13,81.49,8
26,123.3,129.75,93.94,29.48,70.48,96.17,107.28,81.49,36.64,122.66,9
26,110.76,137.4,109.14,43.21,37.57,107.28,86.64,122.66,81.49,96.17,10
26,109.97,110.93,101.66,51.99,16.2,86.64,90.4,96.17,122.66,107.28,11
26,94.72,119.26,91.82,147.25,16.25,90.4,90.05,107.28,96.17,86.64,12
26,84.17,238.49,84.52,106.71,15.5,90.05,213.84,86.64,107.28,90.4,13
26,92.51,186.95,104.33,105.63,18.45,213.84,142.03,90.4,86.64,90.05,14
26,194.51,114.89,81.53,79.75,70.39,142.03,113.08,90.05,90.4,213.84,15
26,125.33,126.04,98.21,40.93,98.3,113.08,74.96,213.84,90.05,142.03,16
26,122.78,123.29,90.35,17.68,94.35,74.96,132.75,142.03,213.84,113.08,17
26,86.07,155.03,91.56,40.72,102.94,132.75,134.9,113.08,142.03,74.96,18
26,122.9,224.74,132.34,49.19,164.76,134.9,120.45,74.96,113.08,132.75,19
26,126.65,154.85,165.77,90.49,192.12,120.45,71.81,132.75,74.96,134.9,20
26,120.85,194.71,233.49,81.07,126.44,71.81,34.51,134.9,132.75,120.45,21
26,62.79,157.03,119.09,142.35,131.17,34.51,180.92,120.45,134.9,71.81,22
26,33.77,53.61,49.88,128.19,69.74,180.92,164.09,71.81,120.45,34.51,23
26,185.2,20.61,73.53,94.76,65.76,164.09,77.38,34.51,71.81,180.92,24
27,190.32,15.01,25.49,29.95,19.48,77.38,73.06,180.92,34.51,164.09,1
27,86.32,18.5,18.78,24.37,15.64,73.06,99.26,164.09,180.92,77.38,2
27,83.15,14.4,15.01,15.27,13.71,99.26,82.4,77.38,164.09,73.06,3
27,86.52,16.44,18.79,15.65,17.95,82.4,87.31,73.06,77.38,99.26,4
27,86.93,16.31,17.45,19.97,16.67,87.31,88.33,99.26,73.06,82.4,5
27,84.58,72.65,20.27,19.13,18.14,88.33,75.75,82.4,99.26,87.31,6
